Team,Player Name,Jersey Number,Height,Weight,Position,Academic Year,Hometown,High School,Club,Bio Link
Augustana,Logan Kearns,20,"6'3""",,MB,So.,"Lemont, Ill.",,,/sports/mens-volleyball/roster/logan-kearns/11413
Augustana,Sean Carlson,22,"6'1""",,OH,Jr.,"Parker, Colo.",,,/sports/mens-volleyball/roster/sean-carlson/11392
Augustana,Zach Moreano,23,"6'3""",190 lbs,OH,Jr.,"Gurnee, Ill.",,,/sports/mens-volleyball/roster/zach-moreano/11399
Augustana,Ty Heater,24,"6'4""",,MB,Fr.,"Colorado Springs, Colo.",,,/sports/mens-volleyball/roster/ty-heater/11426
Augustana,Jordan Schneckloth,25,"6'3""",,OH,So.,"Mundelein, Ill.",,,/sports/mens-volleyball/roster/jordan-schneckloth/11420
Augustana,Benjamin Georgia,26,"6'0""",,DS,Fr.,"Antioch, Ill.",,,/sports/mens-volleyball/roster/benjamin-georgia/11425
Augustana,Aidan Bolen,32,"6'5""",,OH,Jr.,"Allen, Texas",,,/sports/mens-volleyball/roster/aidan-bolen/11390
Carthage,Jack McDonald,1,"6'4""",185 lbs,L,Sr.,"Vernon Hills, Ill.",Vernon Hills HS,,/sports/mens-volleyball/roster/jack-mcdonald/15780
Carthage,Owen Hendricks,2,"6'4""",175 lbs,OH,So.,"North Aurora, Ill.",West Aurora HS,,/sports/mens-volleyball/roster/owen-hendricks/15774
Carthage,Michael Yemm,3,"6'0""",160 lbs,OH,Jr.,"St. Louis, Mo.",Saint Louis University HS,,/sports/mens-volleyball/roster/michael-yemm/15787
Carthage,Zack Noland,4,"6'1""",165 lbs,L,Sr.,"Glen Ellyn, Ill.",Glenbard West HS,,/sports/mens-volleyball/roster/zack-noland/15782
Carthage,Adrian Maciejewski,5,"6'6""",208 lbs,MB,Jr.,"Schaumburg, Ill.",Schaumburg HS,,/sports/mens-volleyball/roster/adrian-maciejewski/15778
Carthage,Ryan Morey,6,"6'7""",180 lbs,S,Jr.,"Redwood City, Calif.",St. Francis HS,,/sports/mens-volleyball/roster/ryan-morey/15781
Carthage,Justin Ische,8,"6'2""",175 lbs,OH,So.,"Germantown, Wis.",Germantown HS,,/sports/mens-volleyball/roster/justin-ische/15775
Carthage,Joe Kolwicz,9,"6'0""",170 lbs,S,Jr.,"Worthington, Ohio",Thomas Worthington HS,,/sports/mens-volleyball/roster/joe-kolwicz/15777
Carthage,Kyle Stuersel,11,"6'6""",185 lbs,MB,Sr.,"Oswego, Ill.",Oswego HS,,/sports/mens-volleyball/roster/kyle-stuersel/15785
Carthage,Ruben Emmerich,12,"6'3""",210 lbs,OH/OPP,Sr.,"Middleton, Wis.",Middleton HS,,/sports/mens-volleyball/roster/ruben-emmerich/15788
Carthage,Ben Heise,13,"6'6""",205 lbs,OPP,So.,"Middleton, Wis.",Middleton HS,,/sports/mens-volleyball/roster/ben-heise/15773
Carthage,Hudson Sweitzer,14,"6'4""",187 lbs,MB/RS,Fr.,"Middleton, Wis.",Middleton HS,,/sports/mens-volleyball/roster/hudson-sweitzer/15789
Carthage,Ryan Cholewinski,15,"6'8""",208 lbs,MB,Sr.,"Lindenhurst, Ill.",Lakes Community HS,,/sports/mens-volleyball/roster/ryan-cholewinski/15770
Carthage,Josiah Flager-Hearan,16,"6'5""",212 lbs,MB,Sr.,"Belleville, Ill.",Belleville East HS,,/sports/mens-volleyball/roster/josiah-flager-hearan/15771
Carthage,Ethan Sprague,18,"6'4""",195 lbs,MB,So.,"Wauwatosa, Wis.",,,/sports/mens-volleyball/roster/ethan-sprague/15784
Carthage,Erik Stover,19,"6'3""",175 lbs,OH,Fr.,"Lake Villa, Ill.",Lakes Community HS,,/sports/mens-volleyball/roster/erik-stover/15790
Carthage,Austin Mallory,20,"6'0""",155 lbs,L,Fr.,"Powell, Ohio",Olentangy Liberty HS,,/sports/mens-volleyball/roster/austin-mallory/15791
Carthage,Owen Otto,21,"6'3""",180 lbs,OH,So.,"Hartford, Wis.",Hartford HS,,/sports/mens-volleyball/roster/owen-otto/15783
Carthage,Xzavion Willett,22,"6'5""",210 lbs,MB,Fr.,"Glendale Heights, Ill.",Glenbard West HS,,/sports/mens-volleyball/roster/xzavion-willett/15792
Carthage,Ryan Kelly,23,"5'11""",195 lbs,S,So.,"Franklin, Wis.",Franklin HS,,/sports/mens-volleyball/roster/ryan-kelly/15776
Carthage,Devon O'Callaghan,24,"6'0""",160 lbs,L,Fr.,"Maple Grove, Minn.",Maple Grove HS,,/sports/mens-volleyball/roster/devon-o-callaghan/15793
Loras,Aidan Peloquin,1,"5'10""",,OH/L,Fr.,"Evergreen Park, Ill.",St. Rita,,/sports/mens-volleyball/roster/aidan-peloquin/13860
Loras,Elijah Passey,3,"6'3""",,OH,So.,"Muskego, Wis.",Muskego,,/sports/mens-volleyball/roster/elijah-passey/13853
Loras,William Vannoy,4,"6'5""",,MB,Fr.,"Indianapolis, Ind.",Roncalli,,/sports/mens-volleyball/roster/william-vannoy/13857
Loras,Evan Dziadkowiec,5,"6'2""",,S,Fr.,"Lockport, Ill.",Lockport Township,,/sports/mens-volleyball/roster/evan-dziadkowiec/13862
Loras,Brady Oberfoell,6,"5'11""",,L,So.,"Pewaukee, Wis.",Catholic Memorial,,/sports/mens-volleyball/roster/brady-oberfoell/13852
Loras,Joe Garrett,9,"6'1""",,S,So.,"Granite Bay, Calif.",Del Oro,,/sports/mens-volleyball/roster/joe-garrett/13849
Loras,Seth Aiello,10,"6'2""",,OH,So.,"New Berlin, Wis.",New Berlin West,,/sports/mens-volleyball/roster/seth-aiello/13847
Loras,James Pirocanac,12,"6'6""",,MB,Fr.,"Burlington, Wis.",Burlington,,/sports/mens-volleyball/roster/james-pirocanac/13859
Loras,Lucas Eckrose,13,"6'2""",,OH/DS,Fr.,"Kimberly, Wis.",Kimberly,,/sports/mens-volleyball/roster/lucas-eckrose/13858
Loras,Anthony Schwarz,14,"6'3""",,OH,So.,"Highlands Ranch, Colo.",Mountain Vista,,/sports/mens-volleyball/roster/anthony-schwarz/13855
Loras,Zach Henstein,15,"6'0""",,OH,Rs.,"Frankfort, Ill.",Lincoln-Way East,,/sports/mens-volleyball/roster/zach-henstein/13850
Loras,Jacob Strahan,16,"6'5""",,OH,Fr.,"Grayslake, Ill.",Grayslake Central,,/sports/mens-volleyball/roster/jacob-strahan/13856
Loras,Connor Jaral,17,"6'5""",,OH,Fr.,"New Lenox, Ill.",Lincoln-Way West,,/sports/mens-volleyball/roster/connor-jaral/13861
Loras,Roman Rothermel,18,"6'5""",,MB,So.,"Menomonee Falls, Wis.",Catholic Memorial,,/sports/mens-volleyball/roster/roman-rothermel/13854
Loras,Nolan Krygsheld,22,"6'5""",,OH,Jr.,"Monee, Ill.",,,/sports/mens-volleyball/roster/nolan-krygsheld/13864
Loras,Bo Brainerd III,23,"6'8""",,MB,Jr.,"Delafield, Wis.",,,/sports/mens-volleyball/roster/bo-brainerd-iii/13863
Loras,Corey Mayotte,25,"6'2""",,OH,Sr.,"Geneva, Ill.",Geneva,,/sports/mens-volleyball/roster/corey-mayotte/13851
Loras,Ryan Floyd,29,"6'0""",,S,Sr.,"Elgin, Ill.",Harvest Christian,,/sports/mens-volleyball/roster/ryan-floyd/13848
North Central,Austin Scott,1,"6'4""",,OH,Sr.,"Waldorf, Md.",North Point,,/sports/mens-volleyball/roster/austin-scott/17648
North Central,Maddox Hardy,2,"6'1""",,MB/OPP,Fr.,"Litchfield, Ariz.",Millennium,,/sports/mens-volleyball/roster/maddox-hardy/17652
North Central,Cooper Lundal,3,"6'6""",,MB/OPP,Sr.,"Madison, Wis.",James Madison Memorial,,/sports/mens-volleyball/roster/cooper-lundal/17645
North Central,Connor Davis,4,"6'6""",,MB,Jr.,"Carmel, Ind.",St. Theodore Guerin,,/sports/mens-volleyball/roster/connor-davis/17641
North Central,Jakub Ochal,6,"6'6""",,OPP/OH,So.,"Rzeszów, Poland",,,/sports/mens-volleyball/roster/jakub-ochal/17647
North Central,Jeffrey McEachern,8,"6'2""",,OH,Jr.,"Las Vegas, Nev.",Bishop Gorman,,/sports/mens-volleyball/roster/jeffrey-mceachern/17646
North Central,Caelan Koth,9,"6'2""",,OPP/OH,So.,Peoria Ariz.,Sunrise Mountain,,/sports/mens-volleyball/roster/caelan-koth/17644
North Central,Teronce Walker,10,"6'4""",,MB,So.,"Villa Park, Ill.",Willowbrook,,/sports/mens-volleyball/roster/teronce-walker/17651
North Central,Danny Smithers,11,"6'0""",,L,Sr.,"Naperville, Ill.",,,/sports/mens-volleyball/roster/danny-smithers/17650
North Central,Jonathan Brown,12,"6'0""",,OH/DS,So.,"Oak Park, Ill.",Oak Park-River Forest,,/sports/mens-volleyball/roster/jonathan-brown/17640
North Central,James Bullock Jr.,13,"6'7""",,MB,Fr.,"Lynwood, Ill.",Marian Catholic,,/sports/mens-volleyball/roster/james-bullock-jr-/17655
North Central,BK Bartlett,14,"6'4""",,OH/OPP,So.,"Litchfield, Ariz.",Millennium,,/sports/mens-volleyball/roster/bk-bartlett/17639
North Central,PJ Vaughan,16,"6'0""",,S/OPP,So.,"Plainfield, Ill.",,,/sports/mens-volleyball/roster/pj-vaughan/17656
North Central,Carson Steinbach,17,"6'1""",,S/OPP,Jr.,"Media, Penn.",,,/sports/mens-volleyball/roster/carson-steinbach/17744
North Central,Tyler Donovan,18,"6'7""",,S,Gr.,"Lindenhurst, Ill.",Lakes Community,,/sports/mens-volleyball/roster/tyler-donovan/17642
North Central,Chris Mactal,24,"6'6""",,MB,Fr.,"Plainfield, Ill.",Plainfield North,,/sports/mens-volleyball/roster/chris-mactal/17658
North Central,Brannen Almarales,26,"6'4""",,OPP,Jr.,"Downers Grove, Ill.",,,/sports/mens-volleyball/roster/brannen-almarales/17659
North Central,Mitchell Hester,27,"6'7""",,MB,Jr.,"Frisco, Texas",Reedy,,/sports/mens-volleyball/roster/mitchell-hester/17643
North Park,Liam Miller,1,"5'5""",125 lbs,S/L,Sr.,"Rockford, Ill.",,,/sports/mens-volleyball/roster/liam-miller/6352
North Park,Noah Chanthalangsy,3,"5'8""",130 lbs,L,Gr.,"Rockford, Ill.",,,/sports/mens-volleyball/roster/noah-chanthalangsy/6355
North Park,Jan Dragan,4,"6'7""",175 lbs,OH,Fr.,"Chicago, Ill.",Lake View,,/sports/mens-volleyball/roster/jan-dragan/6357
North Park,Elijah Jasso,5,"5'11""",165 lbs,OH,Fr.,"San Jose, Calif.",Branham,,/sports/mens-volleyball/roster/elijah-jasso/6359
North Park,Yeicol Harewood,6,"5'7""",130 lbs,L/DS,Fr.,"Hanover Park, Ill.",Bartlett,,/sports/mens-volleyball/roster/yeicol-harewood/6358
North Park,"Kenneth Ervin, Jr.",7,"6'2""",210 lbs,OPP,Fr.,"Hoston, Tex.",,,/sports/mens-volleyball/roster/kenneth-ervin-jr-/6378
North Park,Gerald Malana,8,"5'8""",190 lbs,OH,So.,"Dededo, Guam",Tiyan,,/sports/mens-volleyball/roster/gerald-malana/6351
North Park,Raphael de Sousa Macedo,9,"6'2""",160 lbs,S/OPP,So.,"Rio de Janeiro, Brazil",American International School of Johannesburg,,/sports/mens-volleyball/roster/raphael-de-sousa-macedo/6350
North Park,Aidan Cook,10,"5'6""",140 lbs,L,Fr.,"Cary, Ill.",Trinity Oaks Christian,,/sports/mens-volleyball/roster/aidan-cook/6356
North Park,Adekunle Adebayo,11,"6'1""",,OH,Jr.,"Lagos, Nigeria",Senn,,/sports/mens-volleyball/roster/adekunle-adebayo/6361
North Park,Jonah Johnsamson,12,"6'2""",150 lbs,MB,Jr.,"Sachse, Tex.",Wylie,,/sports/mens-volleyball/roster/jonah-johnsamson/6347
North Park,Teddy Gedville,16,"6'5""",235 lbs,S,Gr.,"Lake Villa, Ill.",Grayslake North,,/sports/mens-volleyball/roster/teddy-gedville/6344
North Park,Toby Leuciuc,17,"6'0""",190 lbs,MB,So.,"Chicago, Ill.",Niles West,,/sports/mens-volleyball/roster/toby-leuciuc/6349
North Park,Adrian Cales,19,"5'10""",,DS/L,Sr.,"Ponce, Puerto Rico",Colegio Poceño,,/sports/mens-volleyball/roster/adrian-cales/6343
North Park,Sam Robinson,20,"6'5""",195 lbs,MB,Sr.,"Chicago, Ill.",Taft,,/sports/mens-volleyball/roster/sam-robinson/6354
North Park,Ikenna Nkuku,22,"6'3""",195 lbs,MB,Gr.,"Hillside, Ill.",Montini Catholic,,/sports/mens-volleyball/roster/ikenna-nkuku/6353
North Park,Zach Hayden,25,"5'9""",165 lbs,L/DS,Jr.,"South Bend, Ind.",John Adams,,/sports/mens-volleyball/roster/zach-hayden/6345
North Park,Braedon Lenon,26,"6'2""",180 lbs,OH/OPP,So.,"Parker, Colo.",Legend,,/sports/mens-volleyball/roster/braedon-lenon/6348
North Park,Ty Ingrao,33,"5'10""",160 lbs,OH,Sr.,"Rockford, Ill.",Rockford East,,/sports/mens-volleyball/roster/ty-ingrao/6346
Wabash,Evan Baker,1,"5'9""",159 lbs,DS,JR,"Indianapolis, IN",,,/sports/mens-volleyball/roster/evan-baker/9977
Wabash,Piotr Wolan,2,"6'0""",180 lbs,L,FR,"Gurnee, IL",Warren Township,,/sports/mens-volleyball/roster/piotr-wolan/9994
Wabash,Zev Wolverton,3,"6'2""",176 lbs,OH,SO,"Vancouver, WA",Vancouver Itech Preparatory,,/sports/mens-volleyball/roster/zev-wolverton/9983
Wabash,Andrew Hostetler,4,"5'11""",158 lbs,OH,FR,"West Lafayette, IN",Harrison,,/sports/mens-volleyball/roster/andrew-hostetler/9988
Wabash,Bawibawi Thang,7,"6'1""",196 lbs,OH,SO,"Indianapolis, IN",Perry Meridian,,/sports/mens-volleyball/roster/bawibawi-thang/9981
Wabash,Shad Wilson,10,"6'4""",182 lbs,MB,SO,"Carmel, IN",Carmel,,/sports/mens-volleyball/roster/shad-wilson/9993
Wabash,Matthew Stitle,11,"5'11""",159 lbs,S,FR,"Carmel, IN",Brebeuf Jesuit,,/sports/mens-volleyball/roster/matthew-stitle/9991
Wabash,Gabriel Brandenburg,12,"6'1""",197 lbs,OPP,FR,"Lafayette, IN",Lafayette Jefferson,,/sports/mens-volleyball/roster/gabriel-brandenburg/9984
Wabash,Trezdin Hair,13,"6'1""",176 lbs,DS,SO,"Lafayette, IN",McCutcheon,,/sports/mens-volleyball/roster/trezdin-hair/9987
Wabash,Dominic Parisi,14,"6'2""",196 lbs,OH,FR,"Westfield, IN",Westfield,,/sports/mens-volleyball/roster/dominic-parisi/9989
Wabash,Jackson Leeper,15/2,"6'5""",220 lbs,MB,SR,"Carmel, IN",Carmel,,/sports/mens-volleyball/roster/jackson-leeper/9980
Wabash,Will Beikes,16,"6'2""",198 lbs,S,SR,"Indianapolis, IN",Roncalli,,/sports/mens-volleyball/roster/will-beikes/9978
Wabash,Graham Volk,18,"6'0""",155 lbs,S,FR,"Lafayette, CA",Campolindo,,/sports/mens-volleyball/roster/graham-volk/9992
Wabash,Evan Rauwolf,22,"6'3""",184 lbs,MB,FR,"Kankakee, IL",Bishop McNamara,,/sports/mens-volleyball/roster/evan-rauwolf/9990
Wabash,Patrick Volk,26,"6'8""",262 lbs,OPP,JR,"Lafayette, CA",Campolindo,,/sports/mens-volleyball/roster/patrick-volk/9982
Wabash,Christopher Board,30,"5'9""",205 lbs,L,SO,"Indianapolis, IN",Bishop Chatard,,/sports/mens-volleyball/roster/christopher-board/9979
Bryn Athyn,Lucas Dewees,1,"6'0""",160 lbs,OH,Fr.,"Bryn Athyn, Pa.",Academy of the New Church,,/sports/mens-volleyball/roster/lucas-dewees/2498
Bryn Athyn,Ryan Gihvan,2,"6'0""",175 lbs,RS,Jr.,"Elkins Park, Pa.",Academy of the New Church,,/sports/mens-volleyball/roster/ryan-gihvan/2397
Bryn Athyn,Napolean Pizarro-Lind,5,"5'11""",160 lbs,S,Fr.,"Philadelphia, Pa.",Mastbaum,,/sports/mens-volleyball/roster/napolean-pizarro-lind/2493
Bryn Athyn,Doston Dosmatov,6,"5'7""",150 lbs,S,Fr.,"Philadelphia, Pa.",George Washington,,/sports/mens-volleyball/roster/doston-dosmatov/2501
Bryn Athyn,Adan Rodriguez-Sapien,7,"5'5""",,OH / L,So.,"Newport News, Va.",Woodside HS,,/sports/mens-volleyball/roster/adan-rodriguez-sapien/2400
Bryn Athyn,Ian Kistner,8,"6'4""",,MH / RS,So.,"Huntingdon Valley, Pa.",Academy of the New Church,,/sports/mens-volleyball/roster/ian-kistner/2398
Bryn Athyn,Josiah Genzlinger,9,"6'0""",155 lbs,DS,Fr.,"Kempton, Pa.",Kempton New Church School,,/sports/mens-volleyball/roster/josiah-genzlinger/2491
Bryn Athyn,Ethan Bongers,11,"5'9""",155 lbs,DS,Fr.,"Huntingdon Valley, Pa.",Academy of the New Church,,/sports/mens-volleyball/roster/ethan-bongers/2490
Bryn Athyn,Laban Genzlinger,12,"6'0""",165 lbs,S,Sr.,"Kempton, Pa.",Kempton New Church,,/sports/mens-volleyball/roster/laban-genzlinger/2396
Bryn Athyn,Bryan Choute,13,"6'3""",,OH / MH,So.,"Philadelphia, Pa.",Northeast HS,,/sports/mens-volleyball/roster/bryan-choute/2395
Bryn Athyn,Markus Bryntesson,17,"6'3""",195 lbs,MH/RS,Fr.,"Bryn Athyn, Pa.",Academy of New Church,,/sports/mens-volleyball/roster/markus-bryntesson/2401
Bryn Athyn,Miles Shepard,20,"6'6""",205 lbs,RS/MH,Fr.,"Wilbraham, Ma.",Westfield,,/sports/mens-volleyball/roster/miles-shepard/2496
Bryn Athyn,Owen Reuter,24,"6'2""",190 lbs,MH/RS,Fr.,"Bryn Athyn, Pa.",Academy of the New Church,,/sports/mens-volleyball/roster/owen-reuter/2492
Bryn Athyn,Jalen Parker,25,"6'8""",200 lbs,RS,Sr.,"Baltimore, Md.",Admiral Farragut / Missouri Southern State University,,/sports/mens-volleyball/roster/jalen-parker/2404
Bryn Athyn,Atai Esenov,27,"5'7""",140 lbs,DS/S,Fr.,"Philadelphia, Pa.",George Washington,,/sports/mens-volleyball/roster/atai-esenov/2500
Bryn Athyn,Rafe McQueen,28,"5'10""",150 lbs,DS,Fr.,"Kempton, Pa.",Kempton New Church School,,/sports/mens-volleyball/roster/rafe-mcqueen/2499
Bryn Athyn,Grant Swierczynski,32,"6'4""",165 lbs,MH/RS,Fr.,"Huntingdon Valley, Pa.",Academy of New Church,,/sports/mens-volleyball/roster/grant-swierczynski/2402
Valley Forge,Clay Confer,3,,,"OH, OPP",So.,"Mill Hall, PA",Central Mountain High School,,/sports/mens-volleyball/roster/clay-confer/3271
Valley Forge,Ethan Fagan,4,,,"DS, OPP",Jr.,"Philadelphia, PA",,,/sports/mens-volleyball/roster/ethan-fagan/3325
Valley Forge,Jordan Kieffer,5,,,L/DS,Sr.,"Mohnton, PA",,,/sports/mens-volleyball/roster/jordan-kieffer/3323
Valley Forge,Joel Cordero,6,,,"S, DS",Jr.,"Hazleton, PA",,,/sports/mens-volleyball/roster/joel-cordero/3326
Valley Forge,Nathan Whisman,7,,,MB,Jr.,"Fishersville, VA",Grace Christian High School,,/sports/mens-volleyball/roster/nathan-whisman/3327
Valley Forge,Aaron Heffner,8,,,"OH, DS",So.,"Wayne Township, PA",Blue Mountain High School,,/sports/mens-volleyball/roster/aaron-heffner/3267
Valley Forge,Tyler Younger,9,,,OH,Fr.,"Chesapeake, VA",Western Branch High School,,/sports/mens-volleyball/roster/tyler-younger/3274
Valley Forge,Isaiah (Paul) Brown,11,,,S,Sr.,"Mesa, Arizona",,,/sports/mens-volleyball/roster/isaiah-paul-brown/3328
Valley Forge,Toby Harris,12,,,"OH, OPP",So.,"Newark, DE",,,/sports/mens-volleyball/roster/toby-harris/3331
Valley Forge,Isaiah Reece,13,,,MB,So.,"Canton, CT",Canton HS,,/sports/mens-volleyball/roster/isaiah-reece/3332
Valley Forge,Aaron Del Valle,14,,,"MB, RS",So.,"Hamilton, NJ",Trenton Catholic Academy at McCorristin Campus,,/sports/mens-volleyball/roster/aaron-del-valle/3272
Valley Forge,William Schmidheinl,15,,,MB,Fr.,"Ansonia, CT",Platt Technical H.S.,,/sports/mens-volleyball/roster/william-schmidheinl/3333
Valley Forge,Chris Brown,20,,,"MB, RS, OH",So.,"Attleboro, MA",,,/sports/mens-volleyball/roster/chris-brown/3329
Wilson,Ryan Koontz,,"6'1""",170 lbs,RS,So.,"York Haven, Pa.",Red Land,,/sports/mens-volleyball/roster/ryan-koontz/2301
Wilson,Rob Kozicki,,"5'11""",200 lbs,RS,Jr.,"Camp Hill, Pa.",Camp Hill,,/sports/mens-volleyball/roster/rob-kozicki/2299
Wilson,Jacob McCoy,,"6'3""",175 lbs,MB,Jr.,"York, Pa.",Spring Grove,,/sports/mens-volleyball/roster/jacob-mccoy/2303
Wilson,Vincent Natale,,"5'11""",145 lbs,S,Jr.,"Mt. Airy, Md.",Linganore,,/sports/mens-volleyball/roster/vincent-natale/2300
Wilson,Satvick Sharma,,"6'0""",180 lbs,S,Fy.,"Hummelstwon, Pa.",,,/sports/mens-volleyball/roster/satvick-sharma/2307
Wilson,Demetrius Simmons,,"6'2""",225 lbs,MB,Jr.,"Mechanicsburg, Pa.",Mechanicsburg,,/sports/mens-volleyball/roster/demetrius-simmons/2305
Wilson,Camden Sterner,,"5'8""",150 lbs,L,So.,"Spring Grove, Pa.",Spring Grove,,/sports/mens-volleyball/roster/camden-sterner/2302
Wilson,Xavier Webber,,"6'2""",180 lbs,OH,Jr.,"Mechanicsburg, Pa.",Central Dauphin East,,/sports/mens-volleyball/roster/xavier-webber/2304
Wilson,Jackson Wolfe,,"6'4""",165 lbs,OH,Fy.,"Abbottstown, Pa.",,,/sports/mens-volleyball/roster/jackson-wolfe/2306
Cal Lutheran,Riley Petesch,1,"6'4""",180 lbs,RS / OH,Fr.,"Bonners Ferry, ID",Bonners Ferry HS,,/sports/mens-volleyball/roster/riley-petesch/7638
Cal Lutheran,Braden Gonzales,2,"5'9""",135 lbs,L,Jr.,"Thousand Oaks, CA",Thousand Oaks HS,,/sports/mens-volleyball/roster/braden-gonzales/7636
Cal Lutheran,Keaton Hendry,3,"6'0""",160 lbs,S,Fr.,"Campbell, CA",Valley Christian HS,,/sports/mens-volleyball/roster/keaton-hendry/7637
Cal Lutheran,Nathan Diaz,5,"6'3""",,S,Jr.,"Granada Hills, CA",Royal HS,,/sports/mens-volleyball/roster/nathan-diaz/7631
Cal Lutheran,Connor Crawford,6,"6'5""",,RS,Jr.,"San Carlos, CA",Bellarmine College Prep,,/sports/mens-volleyball/roster/connor-crawford/7621
Cal Lutheran,Ben Weber,7,"6'1""",,OH,Gr.,"Santa Margarita, CA",Tesoro HS,,/sports/mens-volleyball/roster/ben-weber/7626
Cal Lutheran,Noah Smith-Slosar,8,"6'5""",,MB,So.,"Templeton, CA",St. Joseph HS,,/sports/mens-volleyball/roster/noah-smith-slosar/7639
Cal Lutheran,Parker Brown,9,"6'4""",180 lbs,MB,Sr.,"San Diego, CA",,,/sports/mens-volleyball/roster/parker-brown/7619
Cal Lutheran,Gavin Galanski,10,"6'4""",187 lbs,S / OH,Fr.,"Santa Maria, CA",St. Joseph HS,,/sports/mens-volleyball/roster/gavin-galanski/7634
Cal Lutheran,Max Chen,11,"6'0""",188 lbs,L / OH,Fr.,"Taipei, Taiwan",Taipei American School,,/sports/mens-volleyball/roster/max-chen/7629
Cal Lutheran,Jude Deemer,12,"6'4""",210 lbs,MB,Fr.,"Indianapolis, IN",Herron HS,,/sports/mens-volleyball/roster/jude-deemer/7630
Cal Lutheran,Aidan Godfrey,13,"6'4""",,OH,So.,"Thousand Oaks, CA",Westlake HS,,/sports/mens-volleyball/roster/aidan-godfrey/7635
Cal Lutheran,Ryan Foreman,14,"6'3""",180 lbs,OH,Fr.,"Rancho Palos Verdes, CA",Bishop Montgomery HS,,/sports/mens-volleyball/roster/ryan-foreman/7632
Cal Lutheran,Landen Meonske,15,"5'10""",165 lbs,S / L,So.,"Pleasanton, CA",Foothill HS,,/sports/mens-volleyball/roster/landen-meonske/7623
Cal Lutheran,Jordan Cooper,16,"6'4""",180 lbs,OH,Gr.,"Roseville, CA",,,/sports/mens-volleyball/roster/jordan-cooper/7620
Cal Lutheran,Michael Stahl,17,"6'5""",210 lbs,RS / OH,Gr.,"Northridge, CA",,,/sports/mens-volleyball/roster/michael-stahl/7624
Cal Lutheran,Matthew Wilcox,18,"6'6""",215 lbs,MB,So.,"Santa Barbara, CA",Dos Pueblos HS,,/sports/mens-volleyball/roster/matthew-wilcox/7627
Cal Lutheran,Mason Foster,19,"6'3""",180 lbs,MB,Fr.,"Honolulu, HI",Maryknoll HS,,/sports/mens-volleyball/roster/mason-foster/7633
Cal Lutheran,Borys Horiuk,20,"6'10""",,MB,Sr.,"Sacramento, CA",Jesuit HS,,/sports/mens-volleyball/roster/borys-horiuk/7622
Cal Lutheran,Braden Swenningsen,23,"6'2""",170 lbs,OH,So.,"San Diego, CA",Rancho Bernardo HS,,/sports/mens-volleyball/roster/braden-swenningsen/7625
Cal Lutheran,Tucker Carichner,24,"6'4""",190 lbs,OH,Fr.,"Torrance, CA",St John Bosco HS,,/sports/mens-volleyball/roster/tucker-carichner/7628
Pratt,Evan Wu,1,"5'8""",,S,So.,"Tainan, Taiwan",Morrison Academy Kaohsiung,,/sports/mens-volleyball/roster/evan-wu/1842
Pratt,Jude Fox,4,"5'4""",,L,So.,"San Francisco, Calif.",Ruth Asawa School of the Arts,,/sports/mens-volleyball/roster/jude-fox/1828
Pratt,Brooks Reid,5,"6'3""",,S/RS,So.,"Winston Salem, N.C.",Forsyth Country Day School,,/sports/mens-volleyball/roster/brooks-reid/1832
Pratt,Jason Raymond,7,"6'1""",,MH,Jr.,"Blacklick, Ohio",Gahanna Lincoln,,/sports/mens-volleyball/roster/jason-raymond/1831
Pratt,Lenard Tolentino,9,"5'7""",,L,Jr.,"Woodhaven, N.Y.","H.S. for Construction Trades, Engineering and Architecture",,/sports/mens-volleyball/roster/lenard-tolentino/1833
Pratt,Max Wang,10,"5'7""",,OH,So.,"Shenzhen, China",Utahloy International School,,/sports/mens-volleyball/roster/max-wang/1834
Pratt,Joji Kawamura,12,"5'9""",,OH,Gr.,"Tokyo, Japan",Ivy Collegiate Academy,,/sports/mens-volleyball/roster/joji-kawamura/1835
Pratt,Matthew Callahan,13,"6'1""",,RS/MB,F.Y.,"Moline, Ill.",Moline Senior,,/sports/mens-volleyball/roster/matthew-callahan/1839
Pratt,Wallace Hallot,15,"6'2""",,OPP,Jr.,"Miami, Fla.",Gulliver Preparatory School,,/sports/mens-volleyball/roster/wallace-hallot/1829
Pratt,Lonardi Canales,16,"6'0""",,DS/OH,F.Y.,"Brentwood, N.Y.",Brentwood,,/sports/mens-volleyball/roster/lonardi-canales/1840
Pratt,K Johnson,17,"6'2""",,OH/DS,5th,"Falls Church, Va.",Academia Britannica Cuscatleca,,/sports/mens-volleyball/roster/k-johnson/1836
Pratt,Devaun Longley,20,"5'11""",,MH,Jr.,"Bronx, N.Y.",The Bronx Academy of Letters,,/sports/mens-volleyball/roster/devaun-longley/1830
Pratt,Michael Litolff,21,"5'9""",,L/OPP,F.Y.,"Albany, Calif.",Albany,,/sports/mens-volleyball/roster/michael-litolff/1841
Misericordia,Tyler Knoop,3,"6'2""",,MB,So.,"Reading, PA",Governor Mifflin,,/sports/mens-volleyball/roster/tyler-knoop/16172
Misericordia,Jackson Fehnel,4,"6'1""",,PH,Jr.,"Bath, PA",Northampton,,/sports/mens-volleyball/roster/jackson-fehnel/16170
Misericordia,Will Stiles,5,"5'9""",,S/L,Fy,"Breinigsville, PA",Parkland,,/sports/mens-volleyball/roster/will-stiles/16178
